,tweet_id,timestamp,text,rating_numerator,rating_denominator,name,dog_categorization,dog_classification,conf,jpg_url,img_num,tweet_length,hashtags,favorite_count,retweet_count
10,890006608113172480,2017-07-26 00:31:25 +0000,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,13,10,Koda,,Samoyed,0.957979,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,130,['BarkWeek'],31166,7624
11,889880896479866881,2017-07-25 16:11:53 +0000,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13,10,Bruno,,French_bulldog,0.377417,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,107,[],28268,5156
12,889665388333682689,2017-07-25 01:55:32 +0000,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13,10,,puppo,Pembroke,0.966327,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,106,[],38818,8538
13,889638837579907072,2017-07-25 00:10:02 +0000,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12,10,Ted,,French_bulldog,0.99165,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,91,[],27672,4735
14,889531135344209921,2017-07-24 17:02:04 +0000,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13,10,Stuart,puppo,golden_retriever,0.953442,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,118,['BarkWeek'],15359,2321
15,889278841981685760,2017-07-24 00:19:32 +0000,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,10,Oliver,,whippet,0.626152,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,138,['BarkWeek'],25652,5637
16,888917238123831296,2017-07-23 00:22:39 +0000,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,10,Jim,,golden_retriever,0.714719,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,86,[],29611,4709
17,888804989199671297,2017-07-22 16:56:37 +0000,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,10,Zeke,,golden_retriever,0.46976,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,128,[],26080,4559
18,888554962724278272,2017-07-22 00:23:06 +0000,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,10,Ralphus,,Siberian_husky,0.700377,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,87,[],20290,3732
19,888078434458587136,2017-07-20 16:49:33 +0000,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,Gerald,,French_bulldog,0.995026,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,127,[],22201,3653
20,887705289381826560,2017-07-19 16:06:48 +0000,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,Jeffrey,,basset,0.821664,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,127,[],30779,5609
21,887517139158093824,2017-07-19 03:39:09 +0000,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14,10,such,,,,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,108,[],46959,12082
22,887473957103951883,2017-07-19 00:47:34 +0000,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,Canela,,Pembroke,0.809197,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,99,[],69871,18781
23,887343217045368832,2017-07-18 16:08:03 +0000,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10,,,Mexican_hairless,0.330741,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,88,[],34222,10737
24,887101392804085760,2017-07-18 00:07:08 +0000,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,10,,,Samoyed,0.733942,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,129,[],31061,6167
25,886983233522544640,2017-07-17 16:17:36 +0000,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,,Chihuahua,0.793469,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,101,[],35859,8084
26,886736880519319552,2017-07-16 23:58:41 +0000,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,,kuvasz,0.309706,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,121,[],12306,3443
27,886680336477933568,2017-07-16 20:14:00 +0000,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,10,Derek,,,,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,71,[],22798,4610
28,886366144734445568,2017-07-15 23:25:31 +0000,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,10,Roscoe,pupper,French_bulldog,0.999201,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,131,[],21524,3316
29,886258384151887873,2017-07-15 16:17:19 +0000,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,Waffles,,pug,0.943575,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,94,[],28469,6523
30,885984800019947520,2017-07-14 22:10:11 +0000,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,Jimbo,,Blenheim_spaniel,0.972494,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,140,[],33382,7097
31,885528943205470208,2017-07-13 15:58:47 +0000,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,Maisey,,pug,0.369275,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,109,[],36689,6683
33,885167619883638784,2017-07-12 16:03:00 +0000,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,10,,,malamute,0.8124819999999999,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,134,[],22367,4556
34,884925521741709313,2017-07-12 00:01:00 +0000,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,Earl,,Italian_greyhound,0.259916,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,93,[],68152,16439
35,884876753390489601,2017-07-11 20:47:12 +0000,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,Lola,,chow,0.822103,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,118,[],28514,6096
36,884562892145688576,2017-07-11 00:00:02 +0000,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,Kevin,,pug,0.5464060000000001,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,66,[],24765,5100
37,884441805382717440,2017-07-10 15:58:53 +0000,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10,,,Pembroke,0.993225,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,136,[],27478,5856
38,884162670584377345,2017-07-09 21:29:42 +0000,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,Yogi,doggo,German_shepherd,0.707046,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,140,[],20771,3128
39,883838122936631299,2017-07-09 00:00:04 +0000,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Noah,,Doberman,0.610946,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,137,[],22349,3586
40,883482846933004288,2017-07-08 00:28:19 +0000,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10,Bella,,golden_retriever,0.943082,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,112,[],46860,10407
41,883360690899218434,2017-07-07 16:22:55 +0000,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,Grizzwald,floofer,chow,0.987997,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,139,[],22986,3825
42,883117836046086144,2017-07-07 00:17:54 +0000,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,10,,,golden_retriever,0.949562,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,111,[],37914,6949
43,882992080364220416,2017-07-06 15:58:11 +0000,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,Rusty,,Eskimo_dog,0.466778,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,108,[],24445,4122
44,882762694511734784,2017-07-06 00:46:41 +0000,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,Gus,pupper,Labrador_retriever,0.85005,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,114,[],28903,5134
45,882627270321602560,2017-07-05 15:48:34 +0000,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Stanley,,Pembroke,0.542982,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,136,[],28382,6342
46,882268110199369728,2017-07-04 16:01:23 +0000,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,Alfy,,golden_retriever,0.762211,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,114,[],45880,12118
47,882045870035918850,2017-07-04 01:18:17 +0000,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,Koko,,golden_retriever,0.00694063,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,133,[],29900,5203
48,881906580714921986,2017-07-03 16:04:48 +0000,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,Rey,,Weimaraner,0.291539,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,67,[],24773,3533
49,881666595344535552,2017-07-03 00:11:11 +0000,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,Gary,,Saluki,0.529012,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,115,[],51522,11099
50,881536004380872706,2017-07-02 15:32:16 +0000,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14,10,a,pupper,Samoyed,0.281463,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,130,[],50199,16570
51,881268444196462592,2017-07-01 21:49:04 +0000,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12,10,Elliot,,,,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,138,['Canada150'],23501,5358
52,880935762899988482,2017-06-30 23:47:07 +0000,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13,10,Louis,,,,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,72,[],17346,2886
53,880872448815771648,2017-06-30 19:35:32 +0000,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,10,,,Pembroke,0.791416,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,137,[],21734,3989
54,880465832366813184,2017-06-29 16:39:47 +0000,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,Bella,,golden_retriever,0.913255,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,114,[],29075,6546
55,880221127280381952,2017-06-29 00:27:25 +0000,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10,Jesse,,Chihuahua,0.238525,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,108,[],27640,4436
56,880095782870896641,2017-06-28 16:09:20 +0000,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,10,,,miniature_pinscher,0.120298,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,129,[],28150,4533
57,879862464715927552,2017-06-28 00:42:13 +0000,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10,Romeo,,basset,0.813507,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,91,[],22667,3642
58,879492040517615616,2017-06-27 00:10:17 +0000,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,10,Bailey,,German_short-haired_pointer,0.479896,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,90,[],23822,3323
59,879415818425184262,2017-06-26 19:07:24 +0000,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10,Duddles,,English_springer,0.383404,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,82,[],107956,45849
60,879376492567855104,2017-06-26 16:31:08 +0000,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12,10,Jack,,Labrador_retriever,0.0334961,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,125,[],17099,3261
61,879050749262655488,2017-06-25 18:56:45 +0000,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11,10,Steven,,,,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,132,[],23022,4941
62,879008229531029506,2017-06-25 16:07:47 +0000,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,10,Beau,,vizsla,0.960513,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,94,[],19317,2812
63,878776093423087618,2017-06-25 00:45:22 +0000,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,10,Snoopy,puppo,Italian_greyhound,0.734684,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,126,"['PrideMonthPuppo', 'PrideMonth']",19763,4319
64,878281511006478336,2017-06-23 16:00:04 +0000,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,10,Shadow,,basset,0.32042,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,140,[],7913,1349
65,878057613040115712,2017-06-23 01:10:23 +0000,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10,Emmy,,French_bulldog,0.839097,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,115,[],42876,7181
66,877736472329191424,2017-06-22 03:54:17 +0000,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,10,Aja,,Chesapeake_Bay_retriever,0.8379559999999999,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,93,[],71144,17300
68,877556246731214848,2017-06-21 15:58:08 +0000,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12,10,Penny,,basset,0.995368,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,139,[],23258,3994
69,877316821321428993,2017-06-21 00:06:44 +0000,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,10,Dante,,Saluki,0.5099670000000001,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,137,[],27907,5414
70,877201837425926144,2017-06-20 16:29:50 +0000,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,10,Nelly,,Pembroke,0.93112,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,128,[],27755,5880
71,876838120628539392,2017-06-19 16:24:33 +0000,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,10,Ginger,pupper,bloodhound,0.575751,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,125,[],21125,3506
72,876484053909872640,2017-06-18 16:57:37 +0000,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,10,Benedict,,golden_retriever,0.874566,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,127,[],19163,2511
73,876120275196170240,2017-06-17 16:52:05 +0000,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,10,Venti,,Bernese_mountain_dog,0.534327,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,140,[],28490,4903
74,875747767867523072,2017-06-16 16:11:53 +0000,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,10,Goose,,Labrador_retriever,0.799551,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,125,[],25773,4497
75,875144289856114688,2017-06-15 00:13:52 +0000,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13,10,Nugget,,Siberian_husky,0.245048,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,133,[],22185,5081
76,875021211251597312,2017-06-14 16:04:48 +0000,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12,10,,,West_Highland_white_terrier,0.7143189999999999,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,115,[],26022,4922
77,874680097055178752,2017-06-13 17:29:20 +0000,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,10,Cash,,Labrador_retriever,0.836052,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,92,[],28439,4875
78,874296783580663808,2017-06-12 16:06:11 +0000,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13,10,Jed,pupper,cocker_spaniel,0.437216,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,114,[],26651,4308
79,874057562936811520,2017-06-12 00:15:36 +0000,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12,10,,,flat-coated_retriever,0.8321770000000001,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,129,[],23134,4125
80,874012996292530176,2017-06-11 21:18:31 +0000,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13,10,Sebastian,puppo,Cardigan,0.806674,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,139,['PrideMonth'],35501,11007
82,873580283840344065,2017-06-10 16:39:04 +0000,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13,10,,,Newfoundland,0.678537,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,135,[],24837,4143
83,873213775632977920,2017-06-09 16:22:42 +0000,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12,10,Sierra,pupper,vizsla,0.6197819999999999,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,140,[],7467,1667
84,872967104147763200,2017-06-09 00:02:31 +0000,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12,10,,doggo,Labrador_retriever,0.476913,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,132,[],28031,5669
85,872820683541237760,2017-06-08 14:20:41 +0000,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13,10,,,pug,0.99912,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,140,['dogsatpollingstations'],15029,3884
86,872620804844003328,2017-06-08 01:06:27 +0000,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13,10,Monkey,,cocker_spaniel,0.513191,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,116,['PrideMonth'],21309,3911
87,872486979161796608,2017-06-07 16:14:40 +0000,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12,10,,,Pembroke,0.931861,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,133,[],41606,9429
88,872261713294495745,2017-06-07 01:19:32 +0000,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,13,10,Harry,,Labrador_retriever,0.972019,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2,138,[],35085,6649
